workout_log_id,member_id,workout_date,workout_time,exercise_name,exercise_type,muscle_group,difficulty,sets_completed,reps_per_set,weight_kg,duration_minutes,calories_burned,intensity_level,heart_rate_avg,notes
WL00000182,MEM000683,2024-04-09,07:47:00,Hammer Curls,strength,biceps,intermediate,3,18,104.5,44,261.4,Moderate,173.0,Challenging but rewarding
WL00000183,MEM002050,2024-11-28,12:01:00,Power Clean from Blocks,olympic_weightlifting,hamstrings,beginner,3,7,0.0,15,108.8,Very High,,Great workout!
WL00000184,MEM000317,2024-03-22,09:56:00,Single-arm inverted row,strength,traps,intermediate,3,20,65.6,22,164.7,Moderate,165.0,Felt strong today
WL00000185,MEM002252,2024-11-30,06:20:00,Smith machine shrug,strength,traps,intermediate,5,13,113.5,38,200.3,High,179.0,Personal best!
WL00000186,MEM000126,2024-06-14,22:59:00,Seated Single-Leg Calf Press - Gethin Variation,strength,calves,intermediate,5,17,83.5,71,493.2,Moderate,107.0,Challenging but rewarding
WL00000187,MEM000618,2024-04-09,05:05:00,Single-arm dumbbell row,strength,traps,intermediate,3,8,105.5,81,579.4,Moderate,153.0,Personal best!
WL00000188,MEM001339,2024-10-10,16:32:00,Palms-down wrist curl over bench,strength,forearms,intermediate,2,20,47.2,68,443.3,High,117.0,
WL00000189,MEM002004,2024-05-18,05:41:00,Single-leg cable hip extension,strength,glutes,intermediate,5,12,6.9,87,442.4,Very High,133.0,Challenging but rewarding
WL00000190,MEM002328,2024-03-20,19:13:00,Band Hip Adductions,strength,adductors,beginner,4,20,123.4,58,225.3,Very High,170.0,Challenging but rewarding
WL00000191,MEM002262,2024-05-08,19:00:00,Single-arm lateral raise,strength,shoulders,intermediate,5,13,84.4,83,357.3,High,153.0,Good progress
WL00000192,MEM002047,2024-09-02,07:09:00,Standing behind-the-back wrist curl,strength,forearms,beginner,5,13,117.4,21,167.4,Very High,119.0,Personal best!
WL00000193,MEM001904,2024-06-05,09:57:00,Standing Dumbbell Calf Raise,strength,calves,intermediate,3,12,80.8,32,178.0,Very High,109.0,
WL00000194,MEM000141,2024-11-25,11:55:00,Lying Face Down Plate Neck Resistance,strength,neck,beginner,5,10,22.3,18,54.1,Very High,,Great workout!
WL00000195,MEM001022,2024-11-26,05:50:00,Incline dumbbell row,strength,middle_back,intermediate,5,6,53.5,65,371.4,Moderate,109.0,
WL00000196,MEM001117,2024-11-24,16:40:00,Wrist Roller,strength,forearms,beginner,5,12,49.3,75,588.5,Low,118.0,Challenging but rewarding
WL00000197,MEM000198,2024-10-25,13:08:00,Olympic Squat,olympic_weightlifting,quadriceps,beginner,3,20,0.0,30,222.0,High,130.0,Good progress
WL00000198,MEM001427,2024-12-10,07:39:00,Close-grip pull-down,strength,lats,intermediate,4,7,126.6,17,58.2,High,,Personal best!
WL00000199,MEM001199,2024-01-11,21:49:00,Flexor Incline Dumbbell Curls,strength,biceps,beginner,5,6,140.0,30,160.7,Very High,162.0,Great workout!
WL00000200,MEM000192,2024-07-06,06:30:00,Dumbbell spell caster,strength,abdominals,beginner,3,6,74.5,28,185.4,High,107.0,Good progress
WL00000201,MEM001092,2024-04-25,19:38:00,Side-lying leg adduction scissor,strength,adductors,intermediate,3,12,146.4,89,433.0,Very High,157.0,
WL00000202,MEM001910,2024-03-18,15:04:00,Hip Circles (Prone),stretching,abductors,intermediate,4,12,0.0,25,158.7,Low,104.0,Personal best!
WL00000203,MEM002363,2024-01-01,08:31:00,Power snatch-,olympic_weightlifting,quadriceps,expert,2,16,0.0,75,244.1,High,103.0,
WL00000204,MEM001660,2024-03-31,20:10:00,Biceps curl to shoulder press,strength,biceps,beginner,2,11,12.0,59,373.2,Moderate,179.0,Felt strong today
WL00000205,MEM002287,2024-01-17,20:23:00,FYR Thigh Killa,strength,abductors,intermediate,2,6,148.5,37,225.7,Very High,134.0,
WL00000206,MEM001197,2024-08-23,19:47:00,Single-leg cable hip extension,strength,glutes,intermediate,4,16,38.4,69,317.8,High,132.0,Felt strong today
WL00000207,MEM001103,2024-06-26,10:03:00,Dumbbell front raise to lateral raise,strength,shoulders,intermediate,3,12,101.2,48,304.5,High,110.0,Challenging but rewarding
WL00000208,MEM002380,2024-05-25,06:50:00,Hip Circles (Prone),stretching,abductors,intermediate,2,11,0.0,42,218.6,High,111.0,Felt strong today
WL00000209,MEM001640,2024-05-02,18:50:00,Hip Circles (Prone),stretching,abductors,intermediate,5,20,0.0,44,323.0,Very High,173.0,
WL00000210,MEM001622,2024-11-07,05:53:00,Elbow plank,strength,abdominals,intermediate,5,12,82.4,63,430.6,High,143.0,Challenging but rewarding
WL00000211,MEM002410,2024-02-15,21:19:00,HM Right Leg Swing,stretching,abductors,intermediate,5,10,0.0,20,140.0,Very High,,Personal best!
WL00000212,MEM001655,2024-09-17,11:52:00,Single-arm kettlebell push-press,strength,shoulders,intermediate,2,10,44.6,19,106.0,High,,Personal best!
WL00000213,MEM000799,2024-07-24,19:16:00,HM Straddle Stretch,stretching,abductors,intermediate,3,10,0.0,20,127.4,High,,Good progress
WL00000214,MEM000727,2024-01-14,15:09:00,Barbell Deadlift,strength,hamstrings,intermediate,5,9,31.5,62,423.1,Very High,175.0,Great workout!
WL00000215,MEM000143,2024-02-19,21:23:00,Pushups,strength,chest,intermediate,2,7,105.3,22,166.2,Low,168.0,Good progress
WL00000216,MEM001570,2024-07-29,15:38:00,Lateral Band Walk,strength,abductors,intermediate,5,20,79.2,85,539.0,Moderate,121.0,Great workout!
WL00000217,MEM000807,2024-05-04,21:42:00,Side Neck Stretch,stretching,neck,intermediate,4,19,0.0,88,445.3,Moderate,106.0,
WL00000218,MEM000776,2024-08-20,06:56:00,T-Bar Row with Handle,strength,middle_back,intermediate,3,16,44.9,83,252.5,Moderate,118.0,
WL00000219,MEM001506,2024-08-02,09:00:00,Cocoons,strength,abdominals,intermediate,4,8,55.2,78,492.5,High,142.0,Good progress
WL00000220,MEM000503,2024-10-06,22:55:00,Dumbbell front raise to lateral raise,strength,shoulders,intermediate,3,19,88.3,76,578.1,Low,178.0,Felt strong today
WL00000221,MEM002256,2024-02-02,22:17:00,Standing behind-the-back wrist curl,strength,forearms,beginner,4,13,145.9,47,284.1,Very High,139.0,Challenging but rewarding
WL00000222,MEM000342,2024-01-03,20:46:00,Concentration curl,strength,biceps,intermediate,4,8,89.7,73,568.8,High,160.0,Felt strong today
WL00000223,MEM000632,2024-02-11,20:21:00,Single Leg Push-off,plyometrics,quadriceps,beginner,4,12,0.0,25,132.3,Low,134.0,Good progress
WL00000224,MEM000954,2024-03-14,21:33:00,Barbell walking lunge,strength,quadriceps,intermediate,3,12,69.7,69,420.8,Very High,175.0,Personal best!
WL00000225,MEM000145,2024-09-25,13:56:00,Spider crawl,strength,abdominals,intermediate,5,13,52.9,50,232.3,Very High,137.0,Great workout!
WL00000226,MEM001061,2024-04-30,11:26:00,Rocky Pull-Ups/Pulldowns,strength,lats,beginner,4,6,21.8,32,211.5,Low,142.0,Personal best!
WL00000227,MEM001824,2024-08-10,07:44:00,Reverse Band Box Squat,powerlifting,quadriceps,intermediate,3,17,0.0,73,340.5,Moderate,132.0,Challenging but rewarding
WL00000228,MEM001462,2024-05-07,21:18:00,Standing dumbbell upright row,strength,traps,intermediate,2,7,27.2,50,360.4,High,161.0,Personal best!
WL00000229,MEM001893,2024-05-04,07:23:00,Shotgun row,strength,lats,intermediate,5,17,119.3,59,297.1,Very High,170.0,Challenging but rewarding
WL00000230,MEM000289,2024-03-10,19:01:00,Neck Bridge Prone,strength,neck,beginner,3,17,138.6,22,172.3,Very High,142.0,Personal best!
WL00000231,MEM002423,2024-05-09,08:24:00,Lateral box jump,plyometrics,adductors,intermediate,2,19,0.0,55,431.1,Low,116.0,
WL00000232,MEM000488,2024-03-07,11:53:00,Dumbbell pull-over,strength,traps,intermediate,5,16,139.0,45,190.8,Very High,122.0,
WL00000233,MEM000577,2024-09-08,10:18:00,Axle Deadlift,strongman,lower_back,beginner,2,14,0.0,67,414.0,High,158.0,Good progress
WL00000234,MEM000907,2024-08-02,07:13:00,Barbell Bench Press - Medium Grip,strength,chest,intermediate,3,19,14.1,28,102.2,Low,162.0,Personal best!
WL00000235,MEM001089,2024-04-05,18:04:00,Natural Glute Ham Raise,strength,hamstrings,beginner,5,14,115.0,21,158.1,High,138.0,Good progress
WL00000236,MEM000079,2024-11-14,15:45:00,UNS Foam Roll Adductor,strength,adductors,intermediate,4,14,63.2,44,209.8,High,110.0,Personal best!
WL00000237,MEM000628,2024-01-15,10:21:00,Jumping rope,cardio,quadriceps,intermediate,3,16,0.0,85,544.3,Moderate,109.0,Felt strong today
WL00000238,MEM002293,2024-12-05,13:24:00,Back extension,strength,lower_back,intermediate,5,12,89.7,55,394.4,High,122.0,Personal best!
WL00000239,MEM002273,2024-09-13,19:56:00,Dumbbell floor press,powerlifting,triceps,intermediate,3,17,0.0,83,659.9,Low,142.0,Felt strong today
WL00000240,MEM002386,2024-01-23,22:35:00,One-Arm Long Bar Row,strength,middle_back,intermediate,3,7,102.1,36,254.6,Very High,111.0,
WL00000241,MEM000601,2024-03-26,18:24:00,Thigh adductor,strength,adductors,intermediate,3,17,28.1,17,68.7,Very High,,Good progress
WL00000242,MEM000104,2024-03-05,09:27:00,Pushups,strength,chest,intermediate,5,20,131.5,76,435.2,High,123.0,Challenging but rewarding
WL00000243,MEM000039,2024-03-14,09:00:00,HM Left Leg Swing,strength,adductors,intermediate,5,17,59.9,18,119.0,Very High,,Challenging but rewarding
WL00000244,MEM000346,2024-10-14,05:26:00,Pushups,strength,chest,intermediate,3,19,44.0,25,194.6,Moderate,168.0,Felt strong today
WL00000245,MEM002240,2024-04-23,16:30:00,Groiners,stretching,adductors,beginner,4,16,0.0,59,416.9,Moderate,143.0,Challenging but rewarding
WL00000246,MEM001794,2024-03-29,06:03:00,Traveling thigh killa,strength,abductors,intermediate,3,16,23.7,72,395.9,High,142.0,Felt strong today
WL00000247,MEM002248,2024-06-22,09:49:00,Single-leg cable hip extension,strength,glutes,intermediate,4,17,89.7,42,138.8,Very High,128.0,
WL00000248,MEM000110,2024-11-21,05:19:00,Barbell walking lunge,strength,quadriceps,intermediate,3,8,84.9,72,548.2,Moderate,132.0,Great workout!
WL00000249,MEM002022,2024-03-19,18:33:00,Side Neck Stretch,stretching,neck,intermediate,4,11,0.0,58,258.2,Moderate,174.0,Challenging but rewarding
WL00000250,MEM002414,2024-08-22,22:34:00,Lateral Band Walk,strength,abductors,intermediate,2,10,20.1,68,366.1,Low,146.0,Personal best!
WL00000251,MEM002226,2024-08-03,17:53:00,Seated Dumbbell Press,strength,shoulders,intermediate,4,12,131.1,73,304.0,High,148.0,Personal best!
WL00000252,MEM001362,2024-01-06,18:31:00,Glute Bridge Hamstring Walkout,strength,glutes,intermediate,4,10,79.7,48,323.1,Moderate,126.0,Felt strong today
WL00000253,MEM000414,2024-04-01,16:34:00,Side-lying leg adduction scissor,strength,adductors,intermediate,2,17,28.6,84,505.0,Very High,156.0,Great workout!
WL00000254,MEM000619,2024-01-06,13:20:00,Dumbbell farmer's walk,strongman,forearms,intermediate,5,20,0.0,35,146.9,High,120.0,Challenging but rewarding
WL00000255,MEM002460,2024-05-20,22:38:00,Groiners,stretching,adductors,beginner,2,13,0.0,67,209.0,High,126.0,Great workout!
WL00000256,MEM001734,2024-02-13,12:36:00,Rower,cardio,middle_back,intermediate,3,17,0.0,21,86.7,Low,115.0,Felt strong today
WL00000257,MEM000138,2024-09-15,12:15:00,Landmine twist,strength,abdominals,intermediate,5,7,130.7,63,234.3,High,154.0,Personal best!
WL00000258,MEM001353,2024-11-15,07:02:00,Side-lying leg adduction scissor,strength,adductors,intermediate,2,11,134.2,85,584.4,Low,114.0,Good progress
WL00000259,MEM002027,2024-04-21,19:01:00,Exercise ball rear delt fly,strength,lower_back,intermediate,3,13,45.6,40,185.2,Moderate,157.0,Challenging but rewarding
WL00000260,MEM000154,2024-03-25,16:38:00,Power snatch-,olympic_weightlifting,quadriceps,expert,5,7,0.0,55,419.7,Very High,179.0,Good progress
WL00000261,MEM001771,2024-08-24,16:23:00,Machine Shrug - Gethin Variation,strength,traps,intermediate,4,11,144.3,58,338.8,Low,143.0,Good progress
WL00000262,MEM001057,2024-11-28,07:28:00,Cocoons,strength,abdominals,intermediate,3,17,96.2,32,186.1,Low,138.0,Personal best!
WL00000263,MEM000201,2024-07-05,10:44:00,Standing behind-the-back wrist curl,strength,forearms,beginner,4,20,15.8,43,263.2,High,116.0,
WL00000264,MEM002110,2024-12-05,21:41:00,Glute Bridge Hamstring Walkout,strength,glutes,intermediate,4,8,122.3,22,169.7,Moderate,109.0,Challenging but rewarding
WL00000265,MEM001492,2024-11-28,16:31:00,Isometric Neck Exercise - Front And Back,strength,neck,beginner,4,7,131.7,38,131.6,High,137.0,Good progress
WL00000266,MEM002038,2024-03-17,17:48:00,Partner bench back extension,strength,lower_back,beginner,2,18,34.7,32,171.8,High,159.0,Felt strong today
WL00000267,MEM001982,2024-01-14,16:43:00,T-Bar Row,strength,middle_back,intermediate,3,10,142.9,39,277.4,Moderate,122.0,
WL00000268,MEM002368,2024-02-16,10:37:00,UNS Foam Roll Adductor,strength,adductors,intermediate,3,17,148.8,51,155.4,Moderate,155.0,Felt strong today
WL00000269,MEM000221,2024-05-28,07:52:00,Incline dumbbell bench press,strength,chest,intermediate,2,15,41.3,37,258.5,Low,146.0,
WL00000270,MEM000519,2024-12-03,06:45:00,Rickshaw Carry,strongman,forearms,beginner,3,11,0.0,76,445.2,Low,136.0,Challenging but rewarding
WL00000271,MEM002453,2024-11-07,15:19:00,Landmine twist,strength,abdominals,intermediate,4,7,24.8,45,338.5,Very High,101.0,Great workout!
WL00000272,MEM000982,2024-10-10,12:16:00,Flexor Incline Dumbbell Curls,strength,biceps,beginner,2,18,21.5,53,355.4,High,160.0,Great workout!
WL00000273,MEM002313,2024-04-13,19:27:00,Triceps Pushdown - Rope Attachment,strength,triceps,intermediate,3,15,116.2,70,452.2,Very High,111.0,Felt strong today
WL00000274,MEM001943,2024-09-09,09:01:00,Triceps Pushdown - Rope Attachment,strength,triceps,intermediate,3,10,123.8,29,198.4,Moderate,179.0,Great workout!
WL00000275,MEM001006,2024-04-14,14:35:00,Lateral cone hop,plyometrics,adductors,intermediate,2,9,0.0,20,69.2,Low,,Felt strong today
WL00000276,MEM001686,2024-11-12,17:43:00,Cable V-bar push-down,strength,triceps,intermediate,2,14,84.0,82,537.7,Very High,138.0,Good progress
WL00000277,MEM001915,2024-03-21,06:32:00,One-Arm Dumbbell Row,strength,middle_back,intermediate,3,7,124.6,28,178.7,Moderate,108.0,
WL00000278,MEM001571,2024-04-21,11:06:00,Glute Bridge Hamstring Walkout,strength,glutes,intermediate,3,11,61.9,86,570.6,Very High,119.0,Felt strong today
WL00000279,MEM000677,2024-08-08,07:58:00,Leverage Shrug,strength,traps,intermediate,5,13,12.8,53,417.1,Very High,110.0,Great workout!
WL00000280,MEM002019,2024-12-01,08:56:00,Cable Crossover,strength,chest,intermediate,3,17,84.4,87,301.1,Very High,137.0,Great workout!
WL00000281,MEM001660,2024-06-13,05:48:00,Palms-down wrist curl over bench,strength,forearms,intermediate,2,7,39.7,41,283.3,Moderate,134.0,Good progress
WL00000282,MEM000284,2024-10-30,07:16:00,Lateral box jump,plyometrics,adductors,intermediate,4,12,0.0,18,140.2,Very High,,Challenging but rewarding
WL00000283,MEM001980,2024-06-25,09:22:00,Snatch Deadlift,olympic_weightlifting,hamstrings,beginner,2,19,0.0,78,411.0,Very High,119.0,Felt strong today
WL00000284,MEM002487,2024-02-08,11:42:00,Natural Glute Ham Raise,strength,hamstrings,beginner,5,18,113.2,30,149.2,Very High,164.0,
WL00000285,MEM002176,2024-02-09,19:54:00,Lateral cone hop,plyometrics,adductors,intermediate,2,16,0.0,22,100.7,Low,124.0,Personal best!
WL00000286,MEM002293,2024-11-09,19:01:00,HM Left Leg Swing,strength,adductors,intermediate,5,19,116.9,22,112.7,Low,144.0,Personal best!
WL00000287,MEM001793,2024-11-07,12:55:00,Snatch Deadlift,olympic_weightlifting,hamstrings,beginner,4,12,0.0,65,324.1,Moderate,131.0,Felt strong today
WL00000288,MEM001217,2024-08-24,05:50:00,Donkey Calf Raise - Gethin Variation,strength,calves,intermediate,2,6,76.5,55,308.8,Low,174.0,Challenging but rewarding
WL00000289,MEM000430,2024-02-03,10:13:00,One-Arm Dumbbell Row,strength,middle_back,intermediate,4,16,12.0,68,271.3,High,127.0,Great workout!
WL00000290,MEM001900,2024-07-26,22:44:00,Standing dumbbell upright row,strength,traps,intermediate,4,20,82.5,77,343.9,Moderate,179.0,
WL00000291,MEM001343,2024-03-28,20:11:00,Single-arm lateral raise,strength,shoulders,intermediate,3,13,53.6,15,108.1,Moderate,,Personal best!
WL00000292,MEM000350,2024-06-15,16:20:00,EZ-bar spider curl,strength,biceps,intermediate,3,16,59.2,58,389.4,Low,127.0,Personal best!
WL00000293,MEM001999,2024-02-28,21:55:00,T-Bar Row with Handle,strength,middle_back,intermediate,5,18,8.5,42,319.1,Moderate,130.0,Challenging but rewarding
WL00000294,MEM000393,2024-09-10,11:09:00,One-Arm Dumbbell Row,strength,middle_back,intermediate,3,14,108.0,40,199.3,Moderate,168.0,Great workout!
WL00000295,MEM001904,2024-01-17,21:19:00,Bent Over Two-Arm Long Bar Row,strength,middle_back,intermediate,4,17,39.1,47,244.2,Very High,153.0,Good progress
WL00000296,MEM002157,2024-09-21,13:06:00,Power Clean from Blocks,olympic_weightlifting,hamstrings,beginner,5,17,0.0,76,586.6,Very High,129.0,Challenging but rewarding
WL00000297,MEM001041,2024-02-15,16:56:00,Dumbbell Flyes,strength,chest,intermediate,3,6,63.0,28,148.0,Moderate,173.0,Challenging but rewarding
WL00000298,MEM000810,2024-09-03,05:32:00,Neck Bridge Supine,strength,glutes,beginner,5,6,22.7,60,334.0,Low,114.0,
WL00000299,MEM001811,2024-05-17,10:34:00,HM Straddle Stretch,stretching,abductors,intermediate,4,18,0.0,25,121.2,Low,139.0,
WL00000300,MEM002018,2024-04-19,22:24:00,Snatch Deadlift,olympic_weightlifting,hamstrings,beginner,5,20,0.0,23,77.4,Low,113.0,Good progress
WL00000301,MEM002374,2024-07-16,21:38:00,Dumbbell Flyes,strength,chest,intermediate,2,19,33.7,63,213.0,Moderate,151.0,
WL00000302,MEM001690,2024-01-12,16:58:00,EZ-bar spider curl,strength,biceps,intermediate,4,11,54.3,49,239.9,High,122.0,
WL00000303,MEM001323,2024-07-22,12:31:00,Side Neck Stretch,stretching,neck,intermediate,3,12,0.0,79,534.5,Very High,111.0,Good progress
WL00000304,MEM002211,2024-01-14,15:17:00,Landmine twist,strength,abdominals,intermediate,3,10,132.2,49,301.8,High,172.0,Good progress
WL00000305,MEM002037,2024-12-11,12:00:00,Power Snatch,olympic_weightlifting,hamstrings,beginner,5,18,0.0,69,216.9,Low,111.0,Personal best!
WL00000306,MEM001235,2024-07-30,21:24:00,Neck Bridge Supine,strength,glutes,beginner,3,8,77.0,34,264.6,Very High,134.0,
WL00000307,MEM000135,2024-03-05,11:24:00,T-Bar Row with Handle,strength,middle_back,intermediate,2,16,129.3,71,477.0,Moderate,168.0,Good progress
WL00000308,MEM000254,2024-12-02,11:16:00,Military press,strength,shoulders,intermediate,2,15,52.1,72,223.7,Low,177.0,Personal best!
WL00000309,MEM000466,2024-02-13,08:04:00,Dumbbell floor press,powerlifting,triceps,intermediate,5,16,0.0,61,193.1,Moderate,152.0,
WL00000310,MEM001005,2024-05-12,22:17:00,Smith machine single-arm shrug,strength,traps,intermediate,2,9,44.9,82,503.6,Moderate,160.0,Challenging but rewarding
WL00000311,MEM000263,2024-01-18,15:45:00,Seated One-Arm Dumbbell Palms-Up Wrist Curl,strength,forearms,beginner,2,17,65.9,77,588.3,High,115.0,Good progress
WL00000312,MEM002135,2024-04-02,15:18:00,Suspended ab fall-out,strength,abdominals,intermediate,4,10,46.3,64,328.9,Moderate,110.0,
WL00000313,MEM001514,2024-08-31,15:10:00,Power snatch-,olympic_weightlifting,quadriceps,expert,4,19,0.0,70,255.7,Low,101.0,Great workout!
WL00000314,MEM000451,2024-07-31,19:37:00,Machine low row-,strength,traps,intermediate,2,16,149.0,41,178.5,High,140.0,Personal best!
WL00000315,MEM001063,2024-04-04,22:14:00,Hammer Curls,strength,biceps,intermediate,3,11,102.8,67,439.4,Moderate,154.0,Good progress
WL00000316,MEM000461,2024-09-20,19:00:00,Isometric Neck Exercise - Sides,strength,neck,beginner,5,17,18.2,20,65.3,Very High,,Personal best!
WL00000317,MEM000409,2024-02-22,15:28:00,Reverse Band Box Squat,powerlifting,quadriceps,intermediate,3,16,0.0,51,315.2,Very High,109.0,
WL00000318,MEM001732,2024-05-02,14:05:00,Palms-up wrist curl over bench,strength,forearms,intermediate,2,19,44.2,87,392.3,High,122.0,
WL00000319,MEM002372,2024-11-22,22:12:00,Clean and press,strength,shoulders,intermediate,3,11,108.5,34,235.8,Moderate,161.0,Felt strong today
WL00000320,MEM002016,2024-12-11,22:07:00,Barbell Curl,strength,biceps,intermediate,5,17,57.1,66,415.3,Moderate,106.0,Felt strong today
WL00000321,MEM000098,2024-07-31,20:06:00,Triceps dip,strength,triceps,intermediate,4,12,44.7,73,566.0,Low,143.0,Personal best!
